first_name,second_name,team_name,player_pos,minutes_played,goals_scored,goals_conceded,assists,clean_sheets,penalties_missed,penalties_saved,num_saves,own_goals,yellow_cards,red_cards,points_per_game,total_bonus_pts,total_points,bps_system,form,in_dreamteam,selected_by_percent,creativity,ict_index,influence,threat,status,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,news,news_added,current_cost,web_name,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,player_code,player_id,special,Mins_Per_90,Goals_Per_90,Assists_Per_90
Nathaniel,Phillips,Liverpool,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,not available,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Stuttgart on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T10:30:15.674267Z,3.9,Phillips,235,0,222,0,0,0,197464,589,FALSE,0,0,0
Takumi,Minamino,Liverpool,Midfielder,77,0,1,0,0,0,0,0,0,0,0,1,0,3,6,['form'],FALSE,0,8.7,2.4,6,12,available,0,0,0,0,-0.5,0.5,0,0,0,0,N/A,N/A,6,Minamino,18493,0,16176,0,0,0.5,157882,590,FALSE,0.8556,0,0
Ki-Jana,Hoever,Liverpool,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Hoever,84,0,38,0,0,0,441271,628,FALSE,0,0,0
Aymeric,Laporte,Manchester City,Defender,504,0,3,0,3,0,0,0,0,1,0,3.1,0,22,118,['form'],FALSE,2,33.6,15.5,101,21,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-26T22:30:14.945527Z,6.3,Laporte,154425,0,586066,0,0,3.5,146941,202,FALSE,5.6,0,0
Kyle,Walker,Manchester City,Defender,1807,1,22,2,7,0,0,0,0,4,0,3.5,4,73,391,['form'],FALSE,11.1,265.4,70.7,307.4,132,available,100,100,0,0,-0.4,0.4,1,0,0,0,N/A,2019-10-19T19:00:18.236898Z,5.6,Walker,766626,0,1322980,0,0,13,58621,203,FALSE,20.0778,0.0498,0.0996
Benjamin,Mendy,Manchester City,Defender,1114,0,12,2,5,0,0,0,0,2,0,3.5,2,49,267,['form'],FALSE,1.1,317,60.4,204,81,available,100,100,0,0,-0.5,0.5,0,0,0,0,N/A,2020-03-12T23:00:15.905785Z,5.5,Mendy,269872,0,235483,0,0,8.9,102826,204,FALSE,12.3778,0,0.1616
Oleksandr,Zinchenko,Manchester City,Defender,905,0,12,0,4,0,0,0,0,0,1,2.6,1,31,197,['form'],FALSE,2.3,259.6,48.9,166.8,61,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2020-02-02T19:00:22.086802Z,5.2,Zinchenko,597666,0,1154065,0,0,6,206325,206,FALSE,10.0556,0,0
John,Stones,Manchester City,Defender,904,0,15,0,2,0,0,0,0,0,0,2,0,24,183,['form'],FALSE,1,48.9,27.4,158.6,66,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-01-20T14:00:12.749463Z,5.3,Stones,98026,0,271099,0,0,4.5,97299,207,FALSE,10.0444,0,0
Nicolas,Otamendi,Manchester City,Defender,1413,2,19,1,5,0,0,0,0,3,0,3.5,6,66,311,['form'],FALSE,2.3,60.3,72.1,362.2,300,available,100,100,0,0,-0.6,0.6,1,0,0,0,N/A,2020-01-02T20:30:18.886401Z,4.9,Otamendi,744541,0,723681,0,0,13.5,57410,208,FALSE,15.7,0.1274,0.0637
Danilo Luiz,da Silva,Manchester City,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined Juventus on a permanent deal on 7/8.,2019-08-07T20:30:14.457427Z,5,Danilo,682,0,5861,0,0,0,100180,209,FALSE,0,0,0
Sergio,Aguero,Manchester City,Striker,1394,16,18,4,5,1,0,0,0,1,0,5.6,14,124,490,['form'],FALSE,17.5,254.4,202.5,639.6,1133,available,100,100,0,0,-0.2,0.2,4,0,0,0,N/A,2020-03-08T20:30:20.145408Z,11.8,Aguero,2792410,0,2957618,0,0,10.5,37572,210,FALSE,15.4889,1.033,0.2582
Gabriel Fernando,de Jesus,Manchester City,Striker,1333,10,12,5,6,1,0,0,0,2,0,4,9,97,363,['form'],FALSE,3.2,241.1,187.5,518.8,1119,available,100,100,0,0,0.1,-0.1,2,0,0,0,N/A,2019-12-27T19:30:12.474110Z,9.6,Jesus,628569,0,623367,0,0,10.1,205651,211,FALSE,14.8111,0.6752,0.3376
Ederson,Santana de Moraes,Manchester City,Goalkeeper,2171,0,27,0,9,0,0,50,0,3,1,3.3,2,82,406,['form'],FALSE,11.7,3,43,429.6,0,available,100,100,0,0,0,0,0,0,0,0,N/A,2020-01-01T17:30:18.272745Z,6,Ederson,940365,0,1465908,0,0,13.7,121160,212,FALSE,24.1222,0,0
Claudio,Bravo,Manchester City,Goalkeeper,346,0,7,0,1,0,0,8,0,0,0,2.8,0,11,69,['form'],FALSE,0.3,0,5.8,57.8,0,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-06-25T11:30:07.160148Z,4.7,Bravo,22508,0,35563,0,0,2.3,33148,213,FALSE,3.8444,0,0
Raheem,Sterling,Manchester City,Midfielder,2018,11,27,2,8,1,0,0,0,5,0,4.9,9,118,384,['form'],FALSE,15.5,571.6,247.5,569.8,1334,available,100,100,0,0,-0.3,0.3,4,0,0,0,N/A,2020-02-02T19:00:22.102540Z,11.7,Sterling,2137319,0,3362138,0,0,10.1,103955,214,FALSE,22.4222,0.4906,0.0892
Kevin,De Bruyne,Manchester City,Midfielder,2148,8,20,18,12,0,0,0,0,2,0,6.8,23,178,715,['form'],TRUE,45.7,1457.9,316,955.4,745,available,100,100,0,0,1.1,-1.1,6,0,0,0,N/A,2020-03-04T22:30:16.371900Z,10.6,De Bruyne,5253344,0,3371455,0,0,16.8,61366,215,FALSE,23.8667,0.3352,0.7542
Leroy,Sane,Manchester City,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,available,100,75,0,0,-0.2,0.2,0,0,0,0,N/A,2019-08-04T23:30:16.051513Z,9.3,Sane,4322,0,36061,0,0,0,182156,216,FALSE,0,0,0
Riyad,Mahrez,Manchester City,Midfielder,1382,7,11,10,6,0,0,0,0,0,0,5.3,14,121,481,['form'],FALSE,9.7,667.9,204.7,601.2,778,available,100,100,0,0,0,0,4,0,0,0,N/A,2020-01-27T16:30:23.592705Z,8.5,Mahrez,1980629,0,1543804,0,0,14.2,103025,217,FALSE,15.3556,0.4559,0.6512
Bernardo Mota,Veiga de Carvalho e Silva,Manchester City,Midfielder,1492,5,22,5,6,0,0,0,0,5,0,3.6,5,86,394,['form'],FALSE,8.7,517.5,174.4,479.4,749,available,100,100,0,0,-0.3,0.3,2,0,0,0,N/A,2019-11-13T14:30:18.982377Z,7.7,Bernardo Silva,952666,0,2036727,0,0,11.2,165809,218,FALSE,16.5778,0.3016,0.3016
David,Silva,Manchester City,Midfielder,1252,3,12,9,7,0,0,0,0,0,0,4.7,8,90,355,['form'],FALSE,4.1,512.3,152,385.4,623,available,100,100,0,0,-0.2,0.2,3,0,0,0,N/A,2020-02-19T22:00:17.062940Z,7.3,David Silva,1354054,0,1456107,0,0,12.3,20664,219,FALSE,13.9111,0.2157,0.647
Phil,Foden,Manchester City,Midfielder,353,0,6,1,0,0,0,0,0,0,0,1.4,0,19,83,['form'],FALSE,0.4,148.2,35.4,85,121,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2019-09-17T15:30:09.993154Z,5.1,Foden,22007,0,46356,0,0,3.7,209244,220,FALSE,3.9222,0,0.255
Fernando,Luiz Rosa,Manchester City,Midfielder,1995,0,23,0,9,0,0,0,1,6,1,1.9,1,44,329,['form'],FALSE,0.7,104.6,70.6,466,135,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2020-01-30T10:24:16.230780Z,5.1,Fernandinho,43452,0,85528,0,0,8.6,27789,221,FALSE,22.1667,0,0
Ilkay,Gundogan,Manchester City,Midfielder,1585,2,26,1,4,1,0,0,0,7,0,2.1,4,52,310,['form'],FALSE,1.3,535.1,120.7,335.4,336,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-12-21T21:00:16.830224Z,5.2,Gundogan,119612,0,228355,0,0,10,59859,222,FALSE,17.6111,0.1136,0.0568
Jose Angel,Esmoris Tasende,Manchester City,Defender,422,0,7,1,0,0,0,0,0,1,0,1.8,1,11,94,['form'],FALSE,0.2,164,31.6,92.6,58,not available,0,0,0,0,-0.4,0.4,0,0,0,0,Joined RB Leipzig on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T20:30:19.011146Z,4.6,Angelino,18857,0,29548,0,0,2.4,145235,440,FALSE,4.6889,0,0.2133
Rodrigo,Hernandez,Manchester City,Midfielder,1953,3,25,1,10,0,0,0,0,7,0,2.8,5,73,416,['form'],FALSE,1.8,424.1,106.9,496,150,available,100,100,0,0,0,0,1,0,0,0,N/A,2019-11-23T19:30:19.850877Z,5.5,Rodrigo,227324,0,218725,0,0,13.3,220566,443,FALSE,21.7,0.1382,0.0461
Joao Pedro Cavaco,Cancelo,Manchester City,Defender,783,0,10,0,2,0,0,0,0,2,0,2.3,3,25,180,['form'],FALSE,0.8,173.5,42.3,168.6,81,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2020-01-27T16:30:24.325085Z,5.1,Cancelo,123834,0,181517,0,0,4.9,121145,518,FALSE,8.7,0,0
Eric,Garcia,Manchester City,Defender,269,0,5,0,1,0,0,0,0,0,0,1.8,0,11,59,['form'],FALSE,0,5.5,6.4,59.4,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4.5,Garcia,7558,0,6743,0,0,2.4,432656,544,FALSE,2.9889,0,0
Scott,Carson,Manchester City,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,4,Carson,7317,0,3921,0,0,0,17601,562,FALSE,0,0,0
Aaron,Wan-Bissaka,Manchester United,Defender,2330,0,28,2,7,0,0,0,0,5,0,3.3,12,85,477,['form'],FALSE,14.4,338.1,100.9,579.4,90,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-03-04T10:30:26.229276Z,5.3,Wan-Bissaka,917752,0,2155475,0,0,16,214590,122,FALSE,25.8889,0,0.0773
Harry,Maguire,Manchester United,Defender,2610,1,30,0,8,0,0,0,0,4,0,3.1,5,89,499,['form'],FALSE,10.8,167.6,112,613.2,335,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-03-05T21:30:18.986938Z,5.3,Maguire,629706,0,1126600,0,0,16.8,95658,160,FALSE,29,0.0345,0
Chris,Smalling,Manchester United,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,not available,0,0,0,0,-0.3,0.3,0,0,0,0,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,2019-08-30T19:00:16.913287Z,5.2,Smalling,1913,0,16667,0,0,0,55909,223,FALSE,0,0,0
Ashley,Young,Manchester United,Defender,953,0,10,0,2,0,0,0,0,5,0,2,0,24,158,['form'],FALSE,0.3,316.6,49.1,155.6,18,unavailable,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Inter Milan on a permanent deal on 17/1,2020-01-18T00:00:18.215118Z,5.4,Young,21263,0,40940,0,0,4.4,18892,224,FALSE,10.5889,0,0
Victor,Lindelof,Manchester United,Defender,2340,1,27,0,7,0,0,0,1,5,0,3,7,79,434,['form'],FALSE,1.2,62.1,56.6,431,73,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-02-17T22:00:17.332382Z,5.3,Lindelof,93655,0,122576,0,0,14.9,184667,225,FALSE,26,0.0385,0
Luke,Shaw,Manchester United,Defender,1233,0,11,0,5,0,0,0,0,5,0,2.6,2,46,261,['form'],FALSE,0.8,222,60.5,263,122,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-01-05T02:00:15.777574Z,5.4,Shaw,57040,0,141671,0,0,8.5,106760,226,FALSE,13.7,0,0
Marcos,Rojo,Manchester United,Defender,121,0,2,0,0,0,0,0,0,1,0,1,0,3,9,['form'],FALSE,0.1,1.9,2.8,20.2,6,not available,0,0,0,0,-0.2,0.2,0,0,0,0,Joined Estudiantes on loan until the end of the season on 30/1. - Expected back 01 Jul,2019-11-22T11:30:18.673309Z,4.8,Rojo,4820,0,12000,0,0,0.6,58893,227,FALSE,1.3444,0,0
Eric,Bailly,Manchester United,Defender,102,0,0,0,1,0,0,0,0,0,0,3.5,0,7,31,['form'],FALSE,0.1,0.7,3.2,31.4,0,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-07-26T12:00:09.210610Z,4.9,Bailly,8952,0,6870,0,0,1.4,197365,228,FALSE,1.1333,0,0
Jose Diogo,Dalot Teixeira,Manchester United,Defender,65,0,1,0,0,0,0,0,0,0,0,1,0,4,10,['form'],FALSE,0.1,4.3,1.9,10.4,6,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-03-13T10:30:19.027485Z,4.9,Dalot,1749,0,11074,0,0,0.8,216051,229,FALSE,0.7222,0,0
Matteo,Darmian,Manchester United,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Parma on a permanent deal on 2/9,2019-09-02T10:00:09.526159Z,4.9,Darmian,604,0,4927,0,0,0,40002,230,FALSE,0,0,0
Phil,Jones,Manchester United,Defender,135,0,3,0,0,0,0,0,0,0,0,1,0,2,22,['form'],FALSE,0.2,3,4.7,21.4,23,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-09-25T22:00:12.876760Z,4.7,Jones,5070,0,13662,0,0,0.4,76359,231,FALSE,1.5,0,0
Romelu,Lukaku,Manchester United,Striker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.3,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined Inter Milan on a permanent deal on 8/8,2019-08-08T16:00:18.534831Z,8.5,Lukaku,2399,0,31679,0,0,0,66749,232,FALSE,0,0,0
Marcus,Rashford,Manchester United,Striker,1876,14,23,5,4,2,0,0,0,2,0,6.1,26,134,494,['form'],FALSE,9.6,379.4,202.3,677,965,available,100,75,0,0,0.3,-0.3,4,0,0,0,N/A,2020-01-11T22:00:19.929400Z,8.8,Rashford,2976298,0,3713515,0,0,15.2,176297,233,FALSE,20.8444,0.6716,0.2399
Mason,Greenwood,Manchester United,Striker,644,5,9,0,1,0,0,0,0,0,0,2.4,7,53,211,['form'],FALSE,11.5,119.1,62.8,231.8,281,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-19T20:00:22.835690Z,4.3,Greenwood,1551303,0,1834481,0,0,12.3,220688,234,FALSE,7.1556,0.6988,0
David,de Gea,Manchester United,Goalkeeper,2610,0,30,0,8,0,0,75,0,2,0,3.6,7,103,464,['form'],FALSE,11.4,0,54.1,542.8,0,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2019-10-15T20:30:15.609048Z,5.3,de Gea,914053,0,1144060,0,0,19.4,51940,235,FALSE,29,0,0
Sergio,Romero,Manchester United,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.2,0,0,0,0,available,0,0,0,0,-0.4,0.4,0,0,0,0,N/A,N/A,4.6,Romero,5118,0,12274,0,0,0,42899,236,FALSE,0,0,0
Lee,Grant,Manchester United,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,100,75,0,0,-0.3,0.3,0,0,0,0,N/A,2020-02-26T12:00:21.858182Z,4.7,Grant,784,0,4978,0,0,0,6744,237,FALSE,0,0,0
Paul,Pogba,Manchester United,Midfielder,521,0,5,2,1,1,0,0,0,0,0,2.4,0,17,80,['form'],FALSE,2.8,215.6,46.5,130.2,118,available,100,75,0,0,-0.2,0.2,0,0,0,0,N/A,2020-01-01T22:00:21.579969Z,8.3,Pogba,379830,0,752679,0,0,2,74208,238,FALSE,5.7889,0,0.3455
Anthony,Martial,Manchester United,Midfielder,1875,11,21,3,9,1,0,0,0,1,0,5.3,7,122,322,['form'],FALSE,12.9,302.8,178.8,552.4,930,available,100,100,0,0,0.5,-0.5,2,0,0,0,N/A,2020-03-11T23:00:15.982993Z,8,Martial,3076448,0,2636297,0,0,15.2,148225,239,FALSE,20.8333,0.528,0.144
Alexis,Sanchez,Manchester United,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.4,0,0,0,0,not available,0,0,0,0,-0.2,0.2,0,0,0,0,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-09T10:00:14.686303Z,6.8,Sanchez,1680,0,44381,0,0,0,37265,240,FALSE,0,0,0
Jesse,Lingard,Manchester United,Midfielder,882,0,14,0,1,0,0,0,0,3,0,1.2,0,25,73,['form'],FALSE,0.7,261.8,59.1,71.4,260,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-03-13T10:30:19.085305Z,6.3,Lingard,61208,0,125701,0,0,4,109322,241,FALSE,9.8,0,0
Juan,Mata,Manchester United,Midfielder,727,0,8,2,4,0,0,0,0,1,0,2.1,2,36,137,['form'],FALSE,0.4,290.9,52.5,107.8,126,available,0,0,0,0,-0.4,0.4,1,0,0,0,N/A,N/A,6.1,Mata,25279,0,42955,0,0,5.9,43670,242,FALSE,8.0778,0,0.2476
Daniel,James,Manchester United,Midfielder,2166,3,27,6,7,0,0,0,0,3,0,3.3,2,89,293,['form'],FALSE,5.7,401.9,137.4,401.4,572,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-03-04T10:30:26.710993Z,5.8,James,1817029,0,1706261,0,0,15.3,200617,243,FALSE,24.0667,0.1247,0.2493
Frederico,Rodrigues de Paula Santos,Manchester United,Midfielder,2026,0,24,0,6,0,0,0,0,7,0,1.8,0,46,320,['form'],FALSE,0.4,523.1,114.1,392.8,224,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,5.3,Fred,36773,0,29355,0,0,8.7,101582,244,FALSE,22.5111,0,0
Angel,Gomes,Manchester United,Midfielder,19,0,1,0,0,0,0,0,0,0,0,1,0,2,7,['form'],FALSE,0.1,24.8,3.1,4.2,2,available,100,100,0,0,-0.3,0.3,0,0,0,0,N/A,2019-11-06T16:30:15.083893Z,4.7,Gomes,5814,0,11232,0,0,0.4,209041,245,FALSE,0.2111,0,0
Andreas,Pereira,Manchester United,Midfielder,1442,1,16,3,6,0,0,0,0,3,0,2.5,1,58,190,['form'],FALSE,0.4,418.7,100.3,239.2,343,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.8,Pereira,126546,0,131179,0,0,12.1,156689,246,FALSE,16.0222,0.0624,0.1872
Nemanja,Matic,Manchester United,Midfielder,958,0,8,1,6,0,0,0,0,1,0,2.8,2,33,161,['form'],FALSE,0.4,158.2,41.2,202.2,53,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-01-29T23:00:26.987873Z,4.8,Matic,20884,0,44598,0,0,6.9,62398,247,FALSE,10.6444,0,0.0939
Scott,McTominay,Manchester United,Midfielder,1545,3,18,2,2,0,0,0,0,2,0,3.2,6,64,266,['form'],FALSE,1.1,214.8,89.5,379.6,301,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2019-12-26T20:30:10.514072Z,4.9,McTominay,410135,0,408550,0,0,13.1,195851,248,FALSE,17.1667,0.1748,0.1165
Tahith,Chong,Manchester United,Midfielder,34,0,0,0,0,0,0,0,0,0,0,1,0,3,6,['form'],FALSE,0.6,1.1,0.7,1.4,6,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.3,Chong,97212,0,86421,0,0,0.7,222677,249,FALSE,0.3778,0,0
James,Garner,Manchester United,Midfielder,8,0,1,0,0,0,0,0,0,0,0,1,0,1,3,['form'],FALSE,0.2,2.8,0.5,2.2,0,available,0,0,0,0,-0.2,0.2,0,0,0,0,N/A,N/A,4.3,Garner,28544,0,27670,0,0,0.2,232928,250,FALSE,0.0889,0,0
Axel,Tuanzebe,Manchester United,Defender,187,0,3,0,0,0,0,0,0,0,0,1.4,0,7,30,['form'],FALSE,0.1,6.2,2.4,17.6,0,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-01-03T14:30:19.879114Z,4.4,Tuanzebe,7883,0,13164,0,0,1.6,180804,481,FALSE,2.0778,0,0
Brandon,Williams,Manchester United,Defender,758,1,9,1,4,0,0,0,0,5,0,3.2,1,39,167,['form'],FALSE,5.3,155.1,37.2,142.6,74,available,0,0,0,0,0.2,-0.2,1,0,0,0,N/A,N/A,4.2,Williams,623419,0,255327,0,0,9.3,232937,549,FALSE,8.4222,0.1187,0.1187
Bruno Miguel,Borges Fernandes,Manchester United,Midfielder,447,2,1,3,4,0,0,0,0,1,0,7.6,6,38,112,['form'],FALSE,17,172.2,50.6,192.4,142,available,0,0,0,0,0.6,-0.6,2,0,0,0,N/A,N/A,8.6,Fernandes,1324838,0,68155,0,0,4.4,141746,618,FALSE,4.9667,0.4027,0.604
Odion,Ighalo,Manchester United,Striker,31,0,0,0,0,0,0,0,0,0,0,1,0,4,7,['form'],FALSE,0.8,11.6,11.5,15.4,88,available,0,0,0,0,0,0,0,0,0,0,N/A,N/A,6.5,Ighalo,90430,0,35722,0,0,0.6,58498,624,FALSE,0.3444,0,0
Matt,Ritchie,Newcastle United,Defender,712,0,8,0,5,1,0,0,0,3,0,3,0,30,137,['form'],FALSE,0.2,260.4,50.7,118.2,129,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-08-28T21:30:17.608501Z,5.3,Ritchie,19710,0,42888,0,0,5.7,56983,251,FALSE,7.9111,0,0
Fabian,Schar,Newcastle United,Defender,1394,2,28,1,4,0,0,0,0,4,0,2.9,2,53,258,['form'],FALSE,1.2,44.2,60,392.4,163,available,100,100,0,0,0,0,0,0,0,0,N/A,2019-12-28T20:30:23.359029Z,5,Schar,151983,0,202501,0,0,10.6,119471,252,FALSE,15.4889,0.1291,0.0646
DeAndre,Yedlin,Newcastle United,Defender,772,1,11,0,1,0,0,0,0,3,0,1.9,0,23,96,['form'],FALSE,0.1,95.1,26.8,130.4,41,available,100,100,0,0,-0.1,0.1,0,0,0,0,N/A,2020-01-10T11:00:14.429012Z,4.4,Yedlin,12718,0,12800,0,0,5.2,151119,253,FALSE,8.5778,0.1166,0
Federico,Fernandez,Newcastle United,Defender,1807,2,25,2,6,0,0,0,0,4,0,3.7,13,85,375,['form'],FALSE,3,63.2,78.5,549.6,173,available,0,0,0,0,0.1,-0.1,4,0,0,0,N/A,N/A,4.6,Fernandez,286028,0,84768,0,0,18.5,57145,254,FALSE,20.0778,0.0996,0.0996
Paul,Dummett,Newcastle United,Defender,1227,0,20,0,5,0,0,0,1,2,0,2.8,4,44,230,['form'],FALSE,0.2,63.1,37.7,265.2,50,available,100,0,0,0,-0.2,0.2,0,0,0,0,N/A,2020-01-11T17:00:17.061584Z,4.3,Dummett,24386,0,32618,0,0,10.2,106618,255,FALSE,13.6333,0,0
Javier,Manquillo,Newcastle United,Defender,961,0,12,1,5,0,0,0,0,4,0,3.2,4,42,175,['form'],FALSE,0.1,64.8,25,150.2,34,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-01-02T01:00:17.276147Z,4.3,Manquillo,24172,0,28132,0,0,9.8,109528,256,FALSE,10.6778,0,0.0937
Florian,Lejeune,Newcastle United,Defender,440,2,10,0,1,0,0,0,0,0,0,4,1,24,88,['form'],FALSE,0.1,12.6,22.5,132,81,available,100,100,0,0,-0.1,0.1,1,0,0,0,N/A,2020-01-24T13:30:15.735988Z,4.4,Lejeune,8346,0,5217,0,0,5.5,77359,257,FALSE,4.8889,0.4091,0
Jamaal,Lascelles,Newcastle United,Defender,1630,1,25,0,7,0,0,0,0,2,0,3.4,3,64,301,['form'],FALSE,4.5,16.3,44.4,313.8,113,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2019-11-09T17:30:13.080996Z,4.3,Lascelles,366511,0,521178,0,0,14.9,101148,258,FALSE,18.1111,0.0552,0
Ciaran,Clark,Newcastle United,Defender,1186,2,14,0,4,0,0,0,0,3,0,3.5,2,49,216,['form'],FALSE,0.2,14.9,47.6,331.4,128,available,100,0,0,0,-0.2,0.2,1,0,0,0,N/A,2020-02-16T18:30:15.746030Z,4.3,Clark,66476,0,67800,0,0,11.4,58845,259,FALSE,13.1778,0.1518,0
Yoshinori,Muto,Newcastle United,Striker,201,0,6,0,0,0,0,0,0,0,0,1.1,0,8,22,['form'],FALSE,0.1,15.1,3.7,12.6,12,available,100,100,0,0,-0.4,0.4,0,0,0,0,N/A,2020-01-05T01:00:12.204380Z,5.1,Muto,6457,0,13345,0,0,1.6,196118,260,FALSE,2.2333,0,0
Jose Luis,Mato Sanmartin,Newcastle United,Striker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0,0,0,0,0,unavailable,0,0,0,0,0,0,0,0,0,0,Joined Alaves on a permanent deal on 15/7,2019-07-16T00:30:14.636406Z,5,Joselu,1248,0,4028,0,0,0,61316,261,FALSE,0,0,0
Martin,Dubravka,Newcastle United,Goalkeeper,2610,0,41,0,9,0,0,116,0,0,0,4.1,7,118,578,['form'],FALSE,1.8,0,84.9,847.8,0,available,100,75,0,0,0.1,-0.1,1,0,0,0,N/A,2020-03-11T10:30:15.441857Z,5.1,Dubravka,162329,0,126035,0,0,23.1,67089,262,FALSE,29,0,0
Karl,Darlow,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.1,0,0,0,0,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2019-12-21T00:30:21.220532Z,4.3,Darlow,3188,0,6700,0,0,0,59735,263,FALSE,0,0,0
Frederick,Woodman,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['form'],FALSE,0.7,0,0,0,0,not available,0,0,0,0,-0.1,0.1,0,0,0,0,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,2019-08-01T10:00:13.686109Z,3.9,Woodman,25115,0,44934,0,0,0,155503,264,FALSE,0,0,0
Miguel,Almiron,Newcastle United,Midfielder,2370,2,37,1,10,0,0,0,0,5,0,2.8,5,79,236,['form'],FALSE,0.7,288.6,116.1,324.6,550,available,100,100,0,0,-0.2,0.2,1,0,0,0,N/A,2020-01-05T01:00:12.220809Z,5.8,Almiron,95963,0,101522,0,0,13.6,179018,266,FALSE,26.3333,0.0759,0.038
Christian,Atsu,Newcastle United,Midfielder,732,0,14,3,3,0,0,0,0,2,0,2,0,36,102,['form'],FALSE,0.1,186.7,36.3,121,55,available,100,100,0,0,-0.2,0.2,0,0,0,0,N/A,2020-02-21T11:00:13.472456Z,5.3,Atsu,23398,0,28387,0,0,6.8,104953,267,FALSE,8.1333,0,0.3689
