minutes_played,goals_scored,goals_conceded,assists,clean_sheets,penalties_missed,penalties_saved,num_saves,own_goals,yellow_cards,red_cards,points_per_game,total_bonus_pts,total_points,bps_system,selected_by_percent,creativity,ict_index,influence,threat,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,current_cost,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,player_code,player_id,Mins_Per_90,Goals_Per_90,Assists_Per_90
2610,0,41,0,9,0,0,116,0,0,0,4.1,7,118,578,1.8,0,84.9,847.8,0,100,75,0,0,0.1,-0.1,1,0,0,0,5.1,162329,0,126035,0,0,23.1,67089,262,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,3188,0,6700,0,0,0,59735,263,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,25115,0,44934,0,0,0,155503,264,0,0,0
2370,2,37,1,10,0,0,0,0,5,0,2.8,5,79,236,0.7,288.6,116.1,324.6,550,100,100,0,0,-0.2,0.2,1,0,0,0,5.8,95963,0,101522,0,0,13.6,179018,266,26.3333,0.0759,0.038
732,0,14,3,3,0,0,0,0,2,0,2,0,36,102,0.1,186.7,36.3,121,55,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,23398,0,28387,0,0,6.8,104953,267,8.1333,0,0.3689
135,0,6,0,0,0,0,0,0,0,0,1.3,0,4,18,0,39.8,5.8,17.8,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,1322,0,5080,0,0,0.9,76542,268,1.5,0,0
1339,5,18,0,6,0,0,0,0,2,0,4.1,9,69,290,0.6,409.2,102.4,397.8,215,100,100,0,0,-0.1,0.1,0,0,0,0,4.9,227662,0,223358,0,0,14.1,50232,269,14.8778,0.3361,0
1297,0,24,2,2,0,0,0,0,2,1,1.8,0,37,158,0.3,215.8,55,198,136,100,100,0,0,0,0,0,0,0,0,5,21743,0,53294,0,0,7.4,180135,270,14.4111,0,0.1388
1965,1,32,3,7,0,0,0,0,4,1,2.5,2,61,266,4.9,198.1,70.5,324.4,183,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,525036,0,634480,0,0,13.9,153127,271,21.8333,0.0458,0.1374
1242,0,19,0,3,0,0,0,0,6,0,1.8,0,31,201,1.3,201.5,45.8,212.8,42,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,116687,0,220231,0,0,5.8,38290,332,13.8,0,0
2221,1,36,2,6,0,0,0,0,6,0,2.1,3,61,179,0.9,350.6,108.6,254,480,100,100,0,0,-0.5,0.5,0,0,0,0,5.5,149139,0,250792,0,0,11.1,180974,466,24.6778,0.0405,0.081
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.2,0.2,0,0,0,0,4.3,24335,0,24468,0,0,0,58771,482,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,259,0,1383,0,0,0,114243,483,0,0,0
1492,2,24,2,3,0,0,0,0,0,0,3.4,6,64,283,0.8,196,74.1,345.4,198,0,0,0,0,-0.2,0.2,1,0,0,0,4.3,363631,0,343677,0,0,14.9,92159,498,16.5778,0.1206,0.1206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.2,0,0,0,0,4.8,1553,0,4459,0,0,0,155513,499,0,0,0
1265,2,13,2,5,0,0,0,0,0,0,3.1,2,55,197,0.6,292.3,95.4,269.4,393,100,100,0,0,-0.1,0.1,0,0,0,0,5.4,91034,0,88267,0,0,10.2,170137,500,14.0556,0.1423,0.1423
561,0,12,0,2,0,0,0,0,0,0,1.9,0,21,107,0.1,12.1,12.2,77.2,32,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,4667,0,7201,0,0,4.9,111773,519,6.2333,0,0
507,0,7,3,2,0,0,0,0,1,0,1.9,0,25,75,0.1,120,39.9,113.6,162,100,75,0,0,-0.1,0.1,0,0,0,0,5.4,13678,0,21222,0,0,4.6,40142,520,5.6333,0,0.5325
544,2,9,0,1,0,0,0,0,1,0,3.6,2,25,98,0.2,51.1,18.2,101.8,29,0,0,0,0,0,0,1,0,0,0,4.5,47861,0,38873,0,0,5.6,223175,540,6.0444,0.3309,0
377,0,6,1,2,0,0,0,0,1,0,1.3,0,16,32,0,44.6,24,44.2,153,100,100,0,0,0,0,0,0,0,0,5,6219,0,5341,0,0,3.2,104547,554,4.1889,0,0.2387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8059,0,3105,0,0,0,19838,573,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1054,0,491,0,0,0,232957,598,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,6404,0,1844,0,0,0,232977,599,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1734,0,668,0,0,0,156069,610,0,0,0
270,0,5,0,1,0,0,0,0,2,0,1.7,0,5,36,0,56.2,10.1,41.6,3,0,0,0,0,-0.1,0.1,0,0,0,0,4.9,3494,0,2063,0,0,1,126407,612,3,0,0
217,0,3,0,0,0,0,0,0,0,1,0.8,0,3,16,0,49.1,7.9,21.6,8,100,100,0,0,-0.1,0.1,0,0,0,0,5.4,1296,0,946,0,0,0.6,116543,614,2.4111,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75,0,0,-0.2,0.2,0,0,0,0,4.3,845,0,5922,0,0,0,84384,272,0,0,0
1834,0,39,0,3,0,0,0,0,2,1,1.5,0,32,331,0.1,20.8,54.3,427.6,92,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,14141,0,23640,0,0,7.3,198826,273,20.3778,0,0
2430,0,48,2,5,0,0,0,0,6,0,2.1,3,58,384,1.3,330.1,95,409,210,100,100,0,0,-0.2,0.2,1,0,0,0,4.3,77439,0,169171,0,0,13.5,232980,274,27,0,0.0741
1295,0,21,1,3,0,0,0,0,2,0,2.3,1,35,234,0,15.5,39.1,312.2,62,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,4089,0,4117,0,0,8,192303,275,14.3889,0,0.0695
1495,1,33,0,3,0,0,0,0,2,0,2.2,3,41,277,0.3,139.9,56.5,314.8,110,100,100,0,0,-0.1,0.1,1,0,0,0,4.4,36915,0,39358,0,0,9.3,194799,276,16.6111,0.0602,0
1261,0,25,0,2,0,0,0,1,4,0,1.5,1,23,214,2.8,3.6,40,318.8,76,100,100,0,0,0.1,-0.1,0,0,0,0,4.1,338254,0,315579,0,0,5.6,83428,277,14.0111,0,0
2481,11,47,3,6,0,0,0,0,3,0,4.5,21,127,415,12.8,335,199.5,537,1129,100,100,0,0,0,0,2,0,0,0,6.5,3824834,0,3506422,0,0,19.5,57127,278,27.5667,0.399,0.1088
41,1,2,0,0,0,0,0,0,0,0,1.6,1,13,50,0,3.4,7,44.2,25,0,0,0,0,-0.3,0.3,0,0,0,0,5.2,4597,0,8037,0,0,2.5,179587,279,0.4556,2.1949,0
2430,0,45,0,5,0,2,95,1,4,0,3.4,10,91,510,2.6,0,77.6,776,0,100,100,0,0,0.1,-0.1,2,0,0,0,4.6,252753,0,177979,0,0,19.8,20480,280,27,0,0
158,0,6,0,0,0,1,7,0,0,0,5.5,2,11,46,6.1,0,6.5,65,0,0,0,0,0,0.1,-0.1,0,0,0,0,4.1,397326,0,304180,0,0,2.7,18499,281,1.7556,0,0
377,1,8,0,0,0,0,0,0,2,0,1.7,1,20,89,0.1,93.1,29.3,95.2,103,100,100,0,0,-0.3,0.3,0,0,0,0,6.2,4062,0,14323,0,0,3.2,37614,282,4.1889,0.2387,0
2013,0,41,7,3,0,0,0,0,4,0,2.9,10,80,391,0.7,1049,197.5,598.2,325,100,100,0,0,0,0,1,0,0,0,6,213682,0,218092,0,0,13.3,195546,283,22.3667,0,0.313
756,1,15,1,1,0,0,0,0,0,0,1.9,0,33,106,0.1,137.5,54.6,148.6,262,100,75,0,0,-0.2,0.2,0,0,0,0,5.3,5955,0,16977,0,0,6.2,89470,284,8.4,0.119,0.119
928,0,24,0,1,0,0,0,0,4,0,1.4,0,26,78,0.1,155.7,50.4,92.2,255,0,0,0,0,-0.5,0.5,0,0,0,0,5,6090,0,11694,0,0,5.2,71738,285,10.3111,0,0
2288,1,45,1,5,0,0,0,0,4,0,2.2,0,62,342,0.2,341.5,97.6,412.6,223,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,12351,0,17336,0,0,12.9,78607,286,25.4222,0.0393,0.0393
2067,6,41,2,6,0,0,0,0,4,0,3.4,10,100,368,19.7,434.8,152.6,480,616,100,100,0,0,0.2,-0.2,2,0,0,0,4.7,3579533,0,2344155,0,0,21.3,193111,287,22.9667,0.2612,0.0871
683,0,16,0,1,0,0,0,0,1,0,1.8,0,16,102,0.2,127.7,28.8,106.8,53,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,25252,0,32229,0,0,3.7,87396,288,7.5889,0,0
1782,1,30,1,5,0,0,0,0,4,0,2.4,3,55,310,0.4,105.9,53.5,290.4,138,100,100,0,0,0,0,0,0,0,0,4.5,49643,0,40796,0,0,12.2,18665,289,19.8,0.0505,0.0505
1022,0,21,0,2,0,0,0,0,2,0,1.8,0,25,161,0.6,44,32,184.6,90,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,47278,0,74922,0,0,5.8,90440,290,11.3556,0,0
215,1,3,0,0,0,0,0,0,0,0,1.3,0,18,47,0.1,24.3,24.4,45.4,175,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,5303,0,14514,0,0,3.4,81048,434,2.3889,0.4186,0
24,0,2,0,0,0,0,0,0,0,0,1,0,3,12,0,0.6,0.5,4.4,0,0,0,0,0,-0.5,0.5,0,0,0,0,5,1554,0,7748,0,0,0.6,124165,435,0.2667,0,0
21,0,1,0,0,0,0,1,0,0,0,1,0,1,6,0.3,0,0.4,4,0,0,0,0,0,-0.1,0.1,0,0,0,0,4.4,5204,0,26805,0,0,0.2,28082,449,0.2333,0,0
1292,0,23,0,3,0,0,0,0,4,0,1.9,2,32,201,0.1,109.2,60.2,273.2,218,100,0,0,0,-0.2,0.2,0,0,0,0,4.3,6528,0,11229,0,0,7.4,113564,454,14.3556,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,-0.1,0.1,3,0,0,0,3.9,53118,0,61150,0,0,0,101061,484,0,0,0
756,0,20,0,1,0,0,0,0,1,0,1.6,0,18,122,0.1,18.3,22.7,177.2,31,0,0,0,0,0,0,0,0,0,0,4.5,11548,0,11437,0,0,4,128348,507,8.4,0,0
68,0,3,0,0,0,0,0,0,0,0,1.3,0,4,12,0.1,1.5,0.9,3,4,0,0,0,0,-0.1,0.1,0,0,0,0,4.4,17609,0,14159,0,0,0.9,432735,538,0.7556,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6864,0,3631,0,0,0,233849,551,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,4647,0,4739,0,0,0,232667,552,0,0,0
577,0,7,1,3,0,0,0,0,0,0,2.7,0,19,102,0.1,237.3,43,108,85,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,14764,0,8186,0,0,4,139110,601,6.4111,0,0.156
336,0,6,0,1,0,0,0,0,0,0,1.7,0,10,40,0,64.3,16.4,31.8,71,0,0,0,0,0,0,0,0,0,0,4.5,1284,0,594,0,0,2.2,76306,602,3.7333,0,0
1009,5,11,4,3,0,0,0,0,1,0,3.1,9,71,214,2.2,161.1,89,267.4,472,100,100,0,0,-0.5,0.5,1,0,0,0,4.5,786070,0,683025,0,0,15.8,178304,70,11.2111,0.446,0.3568
2445,2,25,2,10,0,0,0,0,5,0,3.9,8,110,498,2.8,474.8,124.8,517.4,255,100,100,0,0,0.2,-0.2,1,0,0,0,5.2,415942,0,261225,0,0,21.2,63426,291,27.1667,0.0736,0.0736
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,4804,0,10993,0,0,0,87121,292,0,0,0
2520,0,25,1,10,0,0,0,0,3,0,3.4,6,96,483,3.5,228,97.2,507.2,236,0,0,0,0,0.2,-0.2,1,0,0,0,4.7,434337,0,218143,0,0,20.4,146610,293,28,0,0.0357
2520,2,25,4,10,0,0,0,0,6,0,4.1,7,115,456,11.2,320.5,94.9,435.8,192,0,0,0,0,0.6,-0.6,1,0,0,0,5.1,1315290,0,551084,0,0,22.5,82691,294,28,0.0714,0.1429
2418,0,22,1,10,0,0,0,0,2,0,3.5,4,94,445,2.4,12.6,83.2,446.6,372,100,100,0,0,0.1,-0.1,0,0,0,0,4.6,248840,0,91117,0,0,20.4,108416,295,26.8667,0,0.0372
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,-0.1,0.1,9,0,0,0,3.9,130996,0,176597,0,0,0,18832,296,0,0,0
2065,4,20,4,9,0,0,0,0,4,0,4.7,15,128,463,39.1,345.2,116.3,421.4,393,100,100,0,0,0.9,-0.9,5,0,0,0,4.9,3707115,0,1593984,0,0,26.1,153723,297,22.9444,0.1743,0.1743
660,3,6,0,2,0,0,0,0,1,1,2.2,9,40,122,0.5,139.9,48.6,132.6,220,100,100,0,0,-0.4,0.4,1,0,0,0,5.6,76090,0,107173,0,0,7.1,18867,298,7.3333,0.4091,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,2181,0,14105,0,0,0,213280,299,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,5.2,322,0,5238,0,0,0,59614,300,0,0,0
2188,5,21,2,8,0,0,0,0,7,0,3.8,13,94,425,5.5,578.8,148.8,492,415,100,100,0,0,0,0,4,0,0,0,5,807459,0,429370,0,0,18.8,47247,301,24.3111,0.2057,0.0823
2373,1,25,2,10,0,0,0,0,6,0,2.8,6,77,446,0.5,655.9,125.7,500.6,100,0,0,0,0,-0.1,0.1,1,0,0,0,4.9,62638,0,56293,0,0,15.7,79934,302,26.3667,0.0379,0.0759
1349,0,13,2,5,0,0,0,0,2,0,2,3,42,109,0.2,195.3,83.9,206.4,439,100,100,0,0,-0.1,0.1,0,0,0,0,5.4,44409,0,50978,0,0,7.8,27436,303,14.9889,0,0.1334
2432,0,25,0,10,0,0,0,0,4,0,3.2,4,90,457,1.5,143.5,73.7,499.4,91,0,0,0,0,0.1,-0.1,0,0,0,0,4.6,151775,0,63263,0,0,19.6,40386,423,27.0222,0,0
90,0,3,0,0,0,0,2,0,0,0,1,0,1,9,0.1,0,0.8,7.8,0,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,3815,0,6695,0,0,0.2,74854,436,1,0,0
322,0,4,0,1,0,0,0,0,2,0,1.2,0,11,32,0.1,75.1,13.6,43.6,17,0,0,0,0,-0.5,0.5,0,0,0,0,5,3852,0,9914,0,0,2.2,49083,441,3.5778,0,0
128,0,3,0,0,0,0,0,0,0,0,1,0,4,31,0.3,4.7,4.5,39,2,0,0,0,0,-0.4,0.4,0,0,0,0,4.1,16536,0,46790,0,0,1,7645,444,1.4222,0,0
669,1,6,2,2,0,0,0,0,1,0,2.1,1,33,73,0.2,72.8,30.4,79.8,156,0,0,0,0,-0.6,0.6,1,0,0,0,4.9,49876,0,97254,0,0,6.7,171975,453,7.4333,0.1345,0.2691
12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1,0.6,0.2,0,4,0,0,0,0,-0.5,0.5,0,0,0,0,4.5,4284,0,13905,0,0,0.2,90518,456,0.1333,0,0
2430,0,22,1,10,0,1,70,0,2,0,4.5,11,122,513,16.3,0,53.6,517.8,18,100,100,0,0,0.8,-0.8,3,0,0,0,5.3,1566426,0,560551,0,0,23,172649,471,27,0,0.037
126,0,0,0,0,0,0,0,0,0,0,1,0,7,33,0,26.1,6.3,28.4,8,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,1375,0,3111,0,0,1.5,167878,472,1.4,0,0
1428,4,15,0,7,0,0,0,0,3,0,2.2,4,58,195,0.2,131.8,103.3,299,604,100,100,0,0,-0.3,0.3,0,0,0,0,5.7,41044,0,38178,0,0,10.2,169432,501,15.8667,0.2521,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,1235,0,2131,0,0,0,194126,521,0,0,0
243,0,2,0,0,0,0,0,0,2,0,1,0,9,40,0.1,21.5,8.5,34.2,29,100,100,0,0,-0.2,0.2,0,0,0,0,4.3,9965,0,17592,0,0,2.1,87447,522,2.7,0,0
13,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0.1,0.3,0.3,0,4,0,0,0,0,-0.1,0.1,0,0,0,0,4.4,12517,0,9972,0,0,0.2,18440,547,0.1444,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1053,0,591,0,0,0,49384,591,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2046,0,863,0,0,0,83427,611,0,0,0
208,0,2,0,1,0,0,0,0,0,0,2,0,8,25,0.1,6.5,4.9,25.4,16,0,0,0,0,-0.2,0.2,0,0,0,0,4.8,11829,0,5553,0,0,1.7,207189,621,2.3111,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.7,1736,0,1215,0,0,0,147612,622,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,219,0,124,0,0,0,222786,625,0,0,0
1135,1,23,0,3,0,0,0,0,2,0,2.8,6,39,217,2,66.8,48.5,271,147,100,100,0,0,-0.5,0.5,2,0,0,0,4.5,521441,0,449690,0,0,8.7,93100,304,12.6111,0.0793,0
2022,1,45,1,4,0,0,0,0,3,1,2,0,49,302,0.8,443,94.8,323,181,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,63145,0,80385,0,0,10.2,40146,305,22.4667,0.0445,0.0445
644,0,19,1,0,0,0,0,0,1,0,1.2,0,11,71,0.1,41.4,21.3,99.2,73,100,100,0,0,-0.4,0.4,0,0,0,0,4.6,6935,0,25858,0,0,2.4,213482,306,7.1556,0,0.1398
2427,1,50,0,5,0,0,0,0,3,0,2.3,3,62,410,0.8,30.6,65.4,570.6,50,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,87293,0,85407,0,0,14.1,171771,307,26.9667,0.0371,0
1827,1,33,3,4,0,0,0,0,2,0,3,6,64,312,3.5,65.4,59.9,438.4,95,0,0,0,0,-0.1,0.1,3,0,0,0,4.4,347636,0,110225,0,0,14.5,88900,308,20.3,0.0493,0.1478
558,0,18,0,1,0,0,0,0,1,0,1.2,1,10,85,0.2,3.7,17.7,96.8,77,0,0,0,0,-0.4,0.4,0,0,0,0,4.1,16789,0,30862,0,0,2.4,80447,310,6.2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,3.9,118783,0,116612,0,0,0,232797,311,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,806,0,9133,0,0,0,78356,312,0,0,0
1993,15,36,1,3,0,0,0,0,2,0,4.8,28,140,513,29.2,268.9,208.1,678,1135,0,0,0,0,1.1,-1.1,2,0,0,0,7.1,3508976,0,1587215,0,0,19.7,84939,313,22.1444,0.6774,0.0452
479,2,10,0,2,0,0,0,0,1,0,1.9,2,28,97,0.2,75.1,31.3,95.8,144,100,100,0,0,-0.1,0.1,0,0,0,0,4.9,14945,0,23089,0,0,5.7,220598,314,5.3222,0.3758,0
1131,2,19,3,3,0,0,0,0,0,0,2.8,4,53,133,2.5,237.7,87.4,163.4,471,100,100,0,0,-0.3,0.3,1,0,0,0,4.7,194495,0,376012,0,0,11.3,20452,315,12.5667,0.1592,0.2387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3067,0,5863,0,0,0,153371,316,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,3262,0,49423,0,0,0,40383,317,0,0,0
1710,0,27,0,4,0,1,58,0,0,0,3.6,5,68,338,4.7,10,48.4,474.8,0,100,100,0,0,0,0,1,0,0,0,4.5,408907,0,120821,0,0,15.1,58376,318,19,0,0
900,0,25,0,2,0,0,30,0,0,0,2.9,3,29,166,1.4,0,22.1,219.4,0,0,0,0,0,-0.3,0.3,1,0,0,0,4.2,253885,0,243475,0,0,6.9,107265,319,10,0,0
1955,3,43,1,4,0,0,0,0,2,0,3,5,69,269,0.6,379.9,124.2,326.4,532,100,75,0,0,-0.3,0.3,2,0,0,0,6.2,97328,0,201553,0,0,11.1,83283,320,21.7222,0.1381,0.046
2610,4,52,4,6,1,0,0,0,7,0,3.2,6,93,454,1.7,723.2,171.6,634.6,355,100,100,0,0,-0.3,0.3,0,0,0,0,5.7,314917,0,271723,0,0,16.3,101178,321,29,0.1379,0.1379
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,5.2,354,0,3385,0,0,0,96787,322,0,0,0
1134,3,18,1,4,0,0,0,0,3,0,2.8,6,58,169,0.3,171.3,64.9,214.2,264,100,100,0,0,-0.3,0.3,0,0,0,0,5.2,37400,0,30137,0,0,11.2,91047,323,12.6,0.2381,0.0794
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.4,0,0,0,0,4.6,1470,0,10642,0,0,0,151086,324,0,0,0
2447,0,48,3,6,0,0,0,0,5,0,2.4,1,66,352,0.4,433,116,425.4,301,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,48823,0,72214,0,0,13.8,132015,325,27.1889,0,0.1103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,-0.1,0.1,0,0,0,0,4.4,3197,0,4040,0,0,0,204481,326,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,4.4,32522,0,32466,0,0,0,193109,327,0,0,0
1308,0,32,0,3,0,0,0,0,3,0,1.6,0,36,203,1.5,162.7,44.3,238.8,41,0,0,0,0,-0.2,0.2,0,0,0,0,4.3,180105,0,163510,0,0,8.4,78056,328,14.5333,0,0
313,0,6,0,0,0,0,0,0,0,0,1.5,0,6,53,0.5,44.1,12.9,65.4,18,100,100,0,0,-0.6,0.6,0,0,0,0,4.4,103882,0,306923,0,0,1.4,158534,337,3.4778,0,0
718,0,12,3,3,0,0,0,0,0,0,1.8,0,39,95,0.3,137.6,40.9,66.8,214,0,0,0,0,-0.7,0.7,0,0,0,0,5.3,31681,0,93812,0,0,7.4,200439,437,7.9778,0,0.376
920,2,14,2,2,0,0,0,0,4,1,2.2,3,40,151,0.1,153.4,62.9,224.4,252,0,0,0,0,-0.3,0.3,1,0,0,0,5.2,30720,0,33021,0,0,7.7,431131,438,10.2222,0.1957,0.1957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,0,0,0,0,4.2,1080,0,4980,0,0,0,167075,485,0,0,0
752,0,17,3,1,0,0,0,0,2,0,1.7,0,33,93,0.1,193.4,60.5,145.2,267,100,100,0,0,0,0,0,0,0,0,5.5,15850,0,17848,0,0,6,128198,508,8.3556,0,0.359
275,0,8,1,1,0,0,0,0,0,1,1.5,0,9,46,0,26,8.9,58.4,6,100,100,0,0,-0.3,0.3,0,0,0,0,4.2,3578,0,3666,0,0,2.1,135720,532,3.0556,0,0.3273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.1,0.1,0,0,0,0,4.4,10168,0,8898,0,0,0,200088,535,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14358,0,7409,0,0,0,198044,548,0,0,0
156,0,3,0,1,0,0,0,0,0,0,2.5,0,5,19,0,10.3,4.8,23.4,14,100,100,0,0,0,0,0,0,0,0,4.5,580,0,321,0,0,1.1,214466,584,1.7333,0,0
630,0,13,0,0,0,0,0,0,2,0,1.1,0,10,84,0.1,88.6,25.6,133.8,36,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,8579,0,15907,0,0,1.9,115556,329,7,0,0
1543,1,23,1,3,0,0,0,0,2,0,2.7,4,52,307,1.6,54.8,49.6,376.6,63,100,100,0,0,-0.3,0.3,2,0,0,0,5.2,130860,0,263280,0,0,10,39194,330,17.1444,0.0583,0.0583
2417,1,36,2,4,0,0,0,1,4,0,2.4,2,66,460,4.7,194.1,98.5,643,148,0,0,0,0,-0.2,0.2,1,0,0,0,5.3,340320,0,544355,0,0,12.5,55605,331,26.8556,0.0372,0.0745
1890,0,31,1,2,0,0,0,0,5,0,1.8,1,39,340,0.9,26.7,54.1,447.4,66,100,100,0,0,-0.2,0.2,0,0,0,0,5.3,42200,0,78255,0,0,7.4,173904,333,21,0,0.0476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1609,0,15338,0,0,0,77794,334,0,0,0
66,0,3,0,0,0,0,0,0,1,0,0.8,0,3,9,0,12.5,3.1,18.6,0,100,100,0,0,-0.2,0.2,0,0,0,0,4.8,2497,0,3739,0,0,0.6,234908,335,0.7333,0,0
1909,1,27,6,5,0,0,0,1,1,1,3.5,11,85,460,5.7,419.8,116,532.8,207,100,100,0,0,-0.1,0.1,1,0,0,0,4.9,1125942,0,782772,0,0,17.3,80226,336,21.2111,0.0471,0.2829
1778,11,29,2,2,0,0,0,0,2,0,5.2,16,104,374,8.5,291.1,151.8,531.4,696,100,75,0,0,-0.2,0.2,2,0,0,0,10.8,1671146,0,3056314,0,0,9.6,78830,338,19.7556,0.5568,0.1012
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,2981,0,9210,0,0,0,165990,339,0,0,0
998,0,14,0,2,0,1,50,0,0,0,4.2,6,51,239,3.4,0,36.8,367.2,0,100,100,0,0,-0.2,0.2,1,0,0,0,5.3,251158,0,658028,0,0,9.6,37915,340,11.0889,0,0
1612,0,26,0,2,0,1,59,0,1,0,3.2,6,58,300,2,10,46.1,449.8,0,0,0,0,0,-0.3,0.3,1,0,0,0,4.2,531556,0,437731,0,0,13.8,102884,341,17.9111,0,0
